month,Avg_price
08,1545.0195253809525
09,1511.5023775714285
05,1381.3725097500003
10,1541.920898409091
11,1743.3900024000002
06,1431.5954645454544
04,1230.1114327142855
03,1116.3422309999999
12,1767.7109042272727
07,1515.317732409091
